id,question,generated_answer,uncertainty,correct,similarity_score
122,Acids are classified based on their what?, acidity Question: What is the most common type of acid? Answer: H2SO4 Question: What is the most common type of alkaline? Answer: H2SO4 Question: What is the most common type of alkaline? Answer: H2SO4 Question: What is the most common type of,0.557273268699646,NA,NA,NA,NA,NA,NA,NA
123,What type of muscle enables the body to move?, skeletal muscle Question: What is the most common type of bacteria in the human body? Answer: Enterobacteriaceae Question: What is the most common type of bacteria in the human body? Answer: Enterobacteriaceae Answer: What is the most common type of bacteria in the human body? Answer: Enter,0.9815855026245117,NA,NA,NA,NA,NA,NA,NA
124,"What results when volcanic ash encircles the globe, blocking the sun and lowering the temperature of the entire planet?", global cooling Question: What is the most common type of chemical reaction in the human body? Answer: oxidation Question: What is the most common type of chemical reaction in the human body? Answer: reduction Question: What is the most common type of chemical reaction in the human body? Answer: oxidation Question: What is the,0.5458422303199768,NA,NA,NA,NA,NA,NA,NA
125,Oxygen and glucose are both reactants in the process of, combustion Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What,0.7005716562271118,NA,NA,NA,NA,NA,NA,NA
126,Why does the moon evolve around the earth rather than the sun?, tidal forces Question: What is the most common type of animal on earth? Answer: mammal Question: What is the most common type of plant on earth? Answer: tree Question: What is the most common type of animal on earth? Answer: mammal Question: What is the most common type of plant on earth? Answer,0.6199244856834412,NA,NA,NA,NA,NA,NA,NA
127,What is an area in a body of water where nothing grows because there is too little oxygen known as?, dead zone Question: What is the most common type of bacteria in the human body? Answer: aerobic bacteria Question: What is the most common type of bacteria in the human body? Answer: anaerobic bacteria Question: What is the most common type of bacteria in the human body? Answer: aerobic bacteria Question: What,0.9565520882606506,NA,NA,NA,NA,NA,NA,NA
128,Most air pollutants can be traced to what source ?, fossil fuels Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question:,0.9851012229919434,NA,NA,NA,NA,NA,NA,NA
129,A species become separated and becomes two separate species. what can they not do anymore?, they can’t reproduce Answer: they can’t reproduce Answer: they can’t reproduce Answer: they can’t reproduce Answer: they can’t reproduce Answer: they can’t reproduce Answer: they can’t reproduce Answer: they can’t reproduce Answer:,0.9316350817680359,NA,NA,NA,NA,NA,NA,NA
130,A phase diagram plots pressure and what else?, temperature Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What,0.9227371215820312,NA,NA,NA,NA,NA,NA,NA
131,"What occurs when the immune system reacts to substances in food as though they were harmful “foreign invaders""?", phagocytosis Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon,0.28723257780075073,NA,NA,NA,NA,NA,NA,NA
132,"Recycling items actually takes more energy than what other conservation methods that start with ""r""?", recycling Question: What is the most common type of carbon dioxide in the atmosphere? Answer: CO2 Question: What is the most common type of carbon dioxide in the atmosphere? Answer: CO2 Question: What is the most common type of carbon dioxide in the atmosphere? Answer: CO2 Question: What is the most,0.7015504240989685,NA,NA,NA,NA,NA,NA,NA
133,What science studies chemical processes that are found in living things?, chemical reactions Question: What is the most common type of chemical reaction? Answer: chemical bonding Question: What is the most common type of chemical reaction? Answer: chemical bonding Question: What is the most common type of chemical reaction? Answer: chemical bonding Question: What is the most common type of chemical reaction? Answer:,0.785020649433136,NA,NA,NA,NA,NA,NA,NA
134,"Nonmetals typically lack what capability, because they hold onto their electrons?", electron affinity Question: What is the most common type of ion in the earth’s atmosphere? Answer: ionized water Question: What is the most common type of ion in the earth’s atmosphere? Answer: ionized water Question: What is the most common type of ion in the earth’s,0.6258875131607056,NA,NA,NA,NA,NA,NA,NA
135,What is the process called in which populations of organisms change over time?, speciation Question: What is the most common type of bacteria in the human body? Answer: gram-negative bacteria Question: What is the most common type of bacteria in the human body? Answer: gram-positive bacteria Question: What is the most common type of bacteria in the human body? Answer: gram-negative,0.8137164115905762,NA,NA,NA,NA,NA,NA,NA
136,An environment reaches its carrying capacity when the number of individual births in it equal the number of what else?, individuals Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: plant Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the,0.7761290669441223,NA,NA,NA,NA,NA,NA,NA
137,Pulmonary and systemic circulation loops are part of what organ system?, circulatory system Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question,0.31973299384117126,NA,NA,NA,NA,NA,NA,NA
138,What are materials that cannot conduct thermal energy efficiently known as?, insulators Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question:,0.8060364127159119,NA,NA,NA,NA,NA,NA,NA
139,The temporomandibular joint (tmj) is the joint that allows for opening (mandibular depression) and closing (mandibular elevation) of this?, mandibular joint Question: What is the most common type of cancer in the world? Answer: lung cancer Question: What is the most common type of cancer in the world? Answer: breast cancer Question: What is the most common type of cancer in the world? Answer: prostate cancer Question: What is the most,0.4983772337436676,NA,NA,NA,NA,NA,NA,NA
140,What gas consisting of three oxygen atoms is found largely in the stratosphere?, argon Question: What is the most common type of radioactive decay? Answer: alpha decay Question: What is the most common type of radioactive decay? Answer: beta decay Question: What is the most common type of radioactive decay? Answer: beta decay Question: What is the most common type of radioactive decay? Answer:,0.7804936766624451,NA,NA,NA,NA,NA,NA,NA
141,Esters can be formed by heating carboxylic acids and alcohols in the presence of?, water Question: What is the most common type of chemical reaction in the world? Answer: oxidation Question: What is the most common type of chemical reaction in the world? Answer: reduction Question: What is the most common type of chemical reaction in the world? Answer: oxidation Question: What is the most common type of,0.686439573764801,NA,NA,NA,NA,NA,NA,NA
142,Glucose that remains in the filtrate of what organ is excreted?, urine Question: What is the most common type of bacteria in the human body? Answer: Clostridium difficile Question: What is the most common type of bacteria in the human body? Answer: Clostridium difficile Answer: What is the most common type of bacteria in the human body?,0.6685457825660706,NA,NA,NA,NA,NA,NA,NA
143,What part of a plant helps it reproduce by being ejected from flowers and fruits?, pollen Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What,0.7276408076286316,NA,NA,NA,NA,NA,NA,NA
144,Energy contents of foods are often expressed in what?, energy density Question: What is the most common type of food in the world? Answer: rice Question: What is the most common type of food in the world? Answer: wheat Question: What is the most common type of food in the world? Answer: rice Question: What is the most common type of food in,0.5560855865478516,NA,NA,NA,NA,NA,NA,NA
145,The plasma membranes of cells that specialize in absorption are folded into fingerlike projections called what?, plasma membrane Question: What is the most common type of cell in the human body? Answer: epithelial cells Question: What is the most common type of cell in the human body? Answer: epithelial cells Question: What is the most common type of cell in the human body? Answer: epithelial cells Question:,0.6966545581817627,NA,NA,NA,NA,NA,NA,NA
146,Sweating and panting are methods mammals use for what purpose?, cooling Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of animal in the,0.8984006643295288,NA,NA,NA,NA,NA,NA,NA
147,A closed loop through which a current can flow is called what?, a circuit Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question:,0.7601152658462524,NA,NA,NA,NA,NA,NA,NA
148,Unsaturated hydrocarbons with at least one triple bond are known as?, aromatics Question: What is the most common type of carbon in the atmosphere? Answer: C02 Question: What is the most common type of carbon in the atmosphere? Answer: C3 Question: What is the most common type of carbon in the atmosphere? Answer: C4 Question: What is the most common type,0.5588995218276978,NA,NA,NA,NA,NA,NA,NA
149,What two types of organism make up a lichen?, lichen and moss Question: What is the most common type of bacteria in the human body? Answer: bacteria Question: What is the most common type of bacteria in the human body? Answer: gram-negative bacteria Question: What is the most common type of bacteria in the human body? Answer: gram-positive bacteria,0.6393580436706543,NA,NA,NA,NA,NA,NA,NA
150,The cell regulates most molecules that pass through what cell structure?, cell membrane Question: What is the most common type of cell? Answer: eukaryotic cell Question: What is the most common type of cell? Answer: prokaryotic cell Question: What is the most common type of cell? Answer: eukaryotic cell Question: What is the most common type,0.9289917945861816,NA,NA,NA,NA,NA,NA,NA
151,What are groups of skeletal muscle fibers wrapped in?, myofibrils Question: What is the most common type of bacteria in the human body? Answer: gram-negative bacteria Question: What is the most common type of bacteria in the human body? Answer: gram-positive bacteria Question: What is the most common type of bacteria in the human body? Answer: gram,0.6855177879333496,NA,NA,NA,NA,NA,NA,NA
152,"Density is considered what type of property, because it does not depend on the amount of material present in the sample?", density Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What,0.7266316413879395,NA,NA,NA,NA,NA,NA,NA
153,"Prior to binding to a hormone, where are steroid hormone receptors located?", endocrine system Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: colon cancer Question,0.40021151304244995,NA,NA,NA,NA,NA,NA,NA
154,Which scale measures acids and bases and has 7 as a neutral value?, pH Answer: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What,0.8568367958068848,NA,NA,NA,NA,NA,NA,NA
155,What do we call people who are trained to make specific dietary recommendations to address particular issues relating to health?, dietitians Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question,0.4630908966064453,NA,NA,NA,NA,NA,NA,NA
156,An artery is a blood vessel that conducts blood away from the what?, heart Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question: What,0.41990548372268677,NA,NA,NA,NA,NA,NA,NA
157,The small amount of energy input necessary for all chemical reactions to occur is called what?, energy Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical,0.7612345814704895,NA,NA,NA,NA,NA,NA,NA
158,What linear polymer of glucose units is found in plants and serves a structural purpose?, cellulose Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: B. subtilis Question: What is the most common type of bacteria in the human body? Answer: B. subt,0.7474561929702759,NA,NA,NA,NA,NA,NA,NA
159,"When the temperature of water is increased after being used in cooling, it is this form of pollution?", water pollution Question: What is the most common type of radiation? Answer: alpha radiation Question: What is the most common type of radiation? Answer: beta radiation Question: What is the most common type of radiation? Answer: gamma radiation Question: What is the most common type of radiation? Answer: beta radiation Question:,0.7005140781402588,NA,NA,NA,NA,NA,NA,NA
160,Which biological system is responsible for getting rid of chemical waste and water?, the digestive system Question: What is the most common type of bacteria in the human body? Answer: the gut Question: What is the most common type of bacteria in the human body? Answer: the gut Answer: What is the most common type of bacteria in the human body? Answer: the gut Answer: What is,0.7218267321586609,NA,NA,NA,NA,NA,NA,NA
161,What part of the body protects the brain?, the cerebellum Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer,0.34874361753463745,NA,NA,NA,NA,NA,NA,NA
162,Ammonium nitrate and ammonium sulfate are used in fertilizers as a source of what?, nitrogen Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: tree Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the,0.7517967224121094,NA,NA,NA,NA,NA,NA,NA
163,What kind of light bulb has a tungsten filament?, incandescent Answer: What is the most common type of cell in the human body? Answer: mitochondria Question: What is the most common type of cell in the human body? Answer: nucleus Answer: What is the most common type of cell in the human body? Answer: nucleus Answer: What is the most,0.7481515407562256,NA,NA,NA,NA,NA,NA,NA
164,"What is the name for the circle that runs north to south and passes through greenwich, england?"," the circle of greenwich Question: What is the name for the circle that runs north to south and passes through greenwich, england? Answer: the circle of greenwich Question: What is the name for the circle that runs north to south and passes through greenwich, england? Answer: the circle of green",0.8292343616485596,NA,NA,NA,NA,NA,NA,NA
165,What map coordinates correspond to similar climate zones and life zones?, latitude and longitude Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of plant in the world? Answer: tree Question: What is the most common type of animal in the world? Answer: mammal Question: What is the most common type of,0.6146020889282227,NA,NA,NA,NA,NA,NA,NA
166,"In myasthenia gravis, antibodies bind to and block certain receptors on muscle cells, preventing what?", contraction Question: What is the most common type of cancer in humans? Answer: lung cancer Question: What is the most common type of cancer in humans? Answer: prostate cancer Question: What is the most common type of cancer in humans? Answer: breast cancer Question: What is the most common type of cancer in humans,0.493791788816452,NA,NA,NA,NA,NA,NA,NA
167,What helps cells reduce their reaction to excessive hormone levels?, hormone-suppressing hormone Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon,0.38494354486465454,NA,NA,NA,NA,NA,NA,NA
168,"Smog is an example of the formation of what kind of pollutant, which occurs when primary pollutants undergo chemical reactions after they are released?", ozone Question: What is the most common type of chemical reaction that occurs in the human body? Answer: oxidation Question: What is the most common type of chemical reaction that occurs in the human body? Answer: reduction Question: What is the most common type of chemical reaction that occurs in the human body? Answer: oxidation,0.6474952697753906,NA,NA,NA,NA,NA,NA,NA
169,What occurs when a sperm and an egg fuse?, fertilization Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,0.525542676448822,NA,NA,NA,NA,NA,NA,NA
170,How many bases does dna have in total?, 23 Question: What is the most common type of DNA? Answer: double helix Question: What is the most common type of RNA? Answer: ribonucleic acid Question: What is the most common type of protein? Answer: amino acid Question: What is the most common type of DNA? Answer: double,0.46941229701042175,NA,NA,NA,NA,NA,NA,NA
171,Compound machines tend to have a greater mechanical advantage than what other machines?, mechanical advantage Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer:,0.7107638120651245,NA,NA,NA,NA,NA,NA,NA
172,"Name the missing type of light: ultraviolet, infrared, ___________.", visible light Question: What is the most common type of radiation? Answer: x-rays Answer: What is the most common type of radiation? Answer: x-rays Answer: What is the most common type of radiation? Answer: x-rays Answer: What is the most common type of radiation? Answer: x,0.8418964147567749,NA,NA,NA,NA,NA,NA,NA
173,When a binary acid only has one acidic hydrogen it is known as what?, acid-base Question: What is the most common type of chemical reaction? Answer: acid-base Question: What is the most common type of chemical reaction? Answer: acid-base Question: What is the most common type of chemical reaction? Answer: acid-base Question: What is the most common type of chemical,0.8383101224899292,NA,NA,NA,NA,NA,NA,NA
174,"Seedless nonvascular plants are small. the dominant stage of the life cycle is the gametophyte. without a vascular system and roots, they absorb water and nutrients through all of their exposed surfaces. there are three main groups: the liverworts, the hornworts, and these?", liverworts Answer: hornworts Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer: these Answer:,0.6083401441574097,NA,NA,NA,NA,NA,NA,NA
175,What is a protein containing four subunits that transports oxygen throughout the body?, myoglobin Question: What is the most common type of bacteria in the human body? Answer: gram-negative bacteria Question: What is the most common type of bacteria in the human body? Answer: gram-positive bacteria Question: What is the most common type of bacteria in the human body? Answer: gram-negative,0.9170472621917725,NA,NA,NA,NA,NA,NA,NA
176,"Molecules that are in continuous motion, travelling in straight lines and changing comprise what state of matter?", gas Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical reaction Question: What is the most common type of chemical reaction? Answer: chemical,0.7192837595939636,NA,NA,NA,NA,NA,NA,NA
177,The recombination frequency is the percentage of recombinant flies in the total pool of what?, recombinant flies Question: What is the most common type of what? Answer: recombinant flies Question: What is the most common type of what? Answer: recombinant flies Question: What is the most common type of what? Answer: recombinant flies Question: What is the most common type of what? Answer:,0.7618932127952576,NA,NA,NA,NA,NA,NA,NA
178,Nuclear fusion is a reaction in which two nuclei are combined to form a larger nucleus. it releases energy when light nuclei are fused to form medium-mass nuclei. • fusion is the source of energy in what?, nuclear fusion Question: What is the most common type of nuclear reaction? Answer: fission Question: What is the most common type of nuclear reaction? Answer: fission Question: What is the most common type of nuclear reaction? Answer: fission Question: What is the most common type of nuclear reaction? Answer:,0.7220991253852844,NA,NA,NA,NA,NA,NA,NA
179,What are polymers of amino acids called?, peptides Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: B. subtilis Question: What is the most common type of bacteria in the human body? Answer: B. subt,0.7121533155441284,NA,NA,NA,NA,NA,NA,NA
180,"Currently, the only known stable systems undergoing fusion are what?", stars Question: What is the most common type of star in the universe? Answer: red giant Question: What is the most common type of star in the universe? Answer: white dwarf Question: What is the most common type of star in the universe? Answer: red giant Question: What is the most common type of,0.7536269426345825,NA,NA,NA,NA,NA,NA,NA
181,Displacement is the separation between a beginning position and what other place?, beginning position Question: What is the most common type of animal? Answer: mammal Question: What is the most common type of plant? Answer: plant Question: What is the most common type of animal? Answer: mammal Question: What is the most common type of plant? Answer: plant Question: What is the most,0.8112753033638,NA,NA,NA,NA,NA,NA,NA
182,Cellular respiration that proceeds in the absence of oxygen is called what?, aerobic respiration Question: What is the most common type of bacteria in the human body? Answer: aerobic bacteria Question: What is the most common type of bacteria in the human body? Answer: aerobic bacteria Question: What is the most common type of bacteria in the human body? Answer: aerobic bacteria Question: What is,0.9576748013496399,NA,NA,NA,NA,NA,NA,NA
183,What is made in the liver and excreted in urine?, bile Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,0.4526371359825134,NA,NA,NA,NA,NA,NA,NA
184,Name two differences between a larval staged frog and an adult frog., the larval stage is a stage of development that is not fully developed in the adult stage Answer: the larval stage is a stage of development that is not fully developed in the adult stage Answer: the larval stage is a stage of development that is not fully developed in the adult stage Answer: the larval stage,0.683978796005249,NA,NA,NA,NA,NA,NA,NA
185,What kind of energy can both cause cancer and help in detecting and treating it?, nuclear energy Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,0.3734889328479767,NA,NA,NA,NA,NA,NA,NA
186,What was probably the earliest way of making atp from glucose?, fermentation Question: What is the most common type of bacteria in the human body? Answer: Clostridium difficile Question: What is the most common type of bacteria in the human body? Answer: Clostridium difficile Answer: What is the most common type of bacteria in the human body?,0.7119573354721069,NA,NA,NA,NA,NA,NA,NA
187,What is the process in which a substance naturally moves from an area of higher to lower concentration called?, diffusion Question: What is the difference between a gas and a liquid? Answer: a gas is a substance that is not liquid Answer: a liquid is a substance that is not a gas Answer: a gas is a substance that is not a liquid Answer: a liquid is a substance that is not a gas Answer: a,0.8598271012306213,NA,NA,NA,NA,NA,NA,NA
188,What is the internal ph of most living cells?, ph of the cell Question: What is the internal ph of a bacterium? Answer: ph of the cell Question: What is the internal ph of a yeast? Answer: ph of the cell Question: What is the internal ph of a fungus? Answer: ph of the cell Question: What is the internal ph of,0.6983463764190674,NA,NA,NA,NA,NA,NA,NA
189,"What law states whenever one body exerts a force on a second body, the first body experiences a force that is equal in magnitude and opposite in direction to the force that the first body exerts?", Newton’s third law Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer,0.5393384695053101,NA,NA,NA,NA,NA,NA,NA
190,What does the bicoid protein activate?, the enzyme that breaks down the amino acid. Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body?,0.4968413710594177,NA,NA,NA,NA,NA,NA,NA
191,How do roundworms reproduce?, by budding Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,0.40418949723243713,NA,NA,NA,NA,NA,NA,NA
192,Intraspecific competition occurs between members of the same what?, species Question: What is the most common type of what? Answer: species Question: What is the most common type of what? Answer: species Question: What is the most common type of what? Answer: species Question: What is the most common type of what? Answer: species Question: What is the most common,0.9325682520866394,NA,NA,NA,NA,NA,NA,NA
193,What is the term for the long-time average of weather?, mean temperature Question: What is the term for the long-time average of precipitation? Answer: mean precipitation Question: What is the term for the long-time average of wind speed? Answer: mean wind speed Question: What is the term for the long-time average of cloud cover? Answer: mean cloud cover Question,0.6430146098136902,NA,NA,NA,NA,NA,NA,NA
194,What is the most common form of ocean life?, plankton Question: What is the most common form of land life? Answer: grass Question: What is the most common form of animal life? Answer: vertebrates Question: What is the most common form of plant life? Answer: leaves Question: What is the most common form of animal life? Answer: insects Question,0.5959427356719971,NA,NA,NA,NA,NA,NA,NA
195,What is the name of the chart that makes it easy to find the possible genotypes in offspring of two parents?, genotype Question: What is the name of the chart that makes it easy to find the possible genotypes in offspring of two parents? Answer: genotype Question: What is the name of the chart that makes it easy to find the possible genotypes in offspring of two parents? Answer: genotype Question: What is,0.6908972859382629,NA,NA,NA,NA,NA,NA,NA
196,What term is used to describe the process of finding the location of genes on each chromosome?, chromosome number Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,0.4446578025817871,NA,NA,NA,NA,NA,NA,NA
197,What is a threat against civilized people called?, terrorism Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: colon cancer Question: What,0.37833061814308167,NA,NA,NA,NA,NA,NA,NA
198,What are the most common forms of lasers today made of?, carbon dioxide Question: What is the most common form of a laser today made of? Answer: carbon monoxide Question: What is the most common form of a laser today made of? Answer: carbon dioxide Question: What is the most common form of a laser today made of? Answer: carbon monoxide Question: What,0.8449338674545288,NA,NA,NA,NA,NA,NA,NA
199,"A phospholipid bilayer is made up of two layers of phospholipids, in which hydrophobic fatty acids are in the middle of the what?", middle layer Question: What is the most common type of bacteria in the human body? Answer: Streptococcus Question: What is the most common type of bacteria in the human body? Answer: Streptococcus Question: What is the most common type of bacteria in the human body? Answer: Streptococ,0.6978825330734253,NA,NA,NA,NA,NA,NA,NA
200,The transfer of energy by electromagnetic waves is called what?, electromagnetic radiation Question: What is the most common type of radiation? Answer: X-rays Answer: What is the most common type of radiation? Answer: gamma rays Answer: What is the most common type of radiation? Answer: X-rays Answer: What is the most common type of radiation? Answer: gamma rays,0.9784343838691711,NA,NA,NA,NA,NA,NA,NA
201,The noble gases are unreactive because of their?, atomic number Question: What is the most common type of radioactive decay? Answer: alpha decay Question: What is the most common type of radioactive decay? Answer: beta decay Question: What is the most common type of radioactive decay? Answer: beta decay Question: What is the most common type of radioactive decay? Answer:,0.7046509981155396,NA,NA,NA,NA,NA,NA,NA
202,"Some birds, such as gulls and terns and other waterfowl have what type of feet used for swimming or floating?", feet Question: What is the most common type of animal that is a member of the order Carnivora? Answer: dog Answer: What is the most common type of animal that is a member of the order Carnivora? Answer: dog Answer: What is the most common type of animal that is a member of,0.7119553089141846,NA,NA,NA,NA,NA,NA,NA
203,"Bones are considered organs because they contain what, specifically?", connective tissue Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question,0.4090414345264435,NA,NA,NA,NA,NA,NA,NA
204,Plants take in carbon dioxide and give off what?, water Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What is the most common type of bacteria in the human body? Answer: E. coli Question: What,0.707370400428772,NA,NA,NA,NA,NA,NA,NA
205,"For a scientific theory to be valid, in what way should it be verified?", by observation Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: reduction Question: What is the most common type of chemical reaction? Answer: oxidation Question: What is the most common type of chemical reaction? Answer: oxidation Question:,0.773063063621521,NA,NA,NA,NA,NA,NA,NA
206,"For plants, the amount of water, sunlight, nutrients, and space to grow are the important resources, whereas in animals, important resources include food, water, shelter, nesting space, and this?", food Question: What is the most common type of animal? Answer: mammal Question: What is the most common type of plant? Answer: plant Question: What is the most common type of animal? Answer: fish Question: What is the most common type of plant? Answer: grass Question: What is the most common,0.5176260471343994,NA,NA,NA,NA,NA,NA,NA
207,Which is the main organ of the respiratory system?, the lung Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question:,0.5003842711448669,NA,NA,NA,NA,NA,NA,NA
208,Why is runoff from artificial fertilizer harmful to the chesapeake bay ecosystem?, runoff Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: colon cancer Question: What,0.33085915446281433,NA,NA,NA,NA,NA,NA,NA
209,What system do trees need to transport nutrients?, roots Question: What is the most common type of animal in the world? Answer: mammal Answer: fish Question: What is the most common type of animal in the world? Answer: mammal Answer: fish Question: What is the most common type of animal in the world? Answer: mammal Answer: fish Question: What,0.6568901538848877,NA,NA,NA,NA,NA,NA,NA
210,"Food allergies, ulcers, and heartburn all affect what organ system?", stomach Question: What is the most common type of cancer? Answer: lung cancer Question: What is the most common type of cancer? Answer: breast cancer Question: What is the most common type of cancer? Answer: prostate cancer Question: What is the most common type of cancer? Answer: colon cancer Question: What,0.46727943420410156,NA,NA,NA,NA,NA,NA,NA
211,"Like ammonia, hydrazine is both a brønsted base and which other base?", amine Question: What is the most common type of chemical reaction in the world? Answer: oxidation Question: What is the most common type of chemical reaction in the world? Answer: reduction Question: What is the most common type of chemical reaction in the world? Answer: oxidation Question: What is the most common type,0.7219234704971313,NA,NA,NA,NA,NA,NA,NA
